"SourceFile","ReferencedFile"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family.json","config/components/positioned/robot_chest_matrix.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family.json","config/components/positioned/robot_status_oled.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family.json","config/components/positioned/robot_camera_eyes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family.json","config/components/positioned/robot_speaker_array.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family.json","config/components/positioned/robot_led_strips.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family_enhanced.json","config/components/positioned/robot_chest_matrix.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family_enhanced.json","config/components/positioned/robot_status_oled.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family_enhanced.json","config/components/positioned/robot_camera_eyes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family_enhanced.json","config/components/positioned/robot_speaker_array.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\robot_family_enhanced.json","config/components/positioned/robot_led_strips.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\steampunk_family.json","config/components/positioned/steampunk_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\steampunk_family.json","config/components/positioned/steampunk_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\steampunk_family.json","config/components/positioned/steampunk_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\steampunk_family.json","config/components/positioned/steampunk_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\steampunk_family.json","config/components/positioned/steampunk_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\massive_orc_chieftain.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\massive_orc_chieftain.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\massive_orc_chieftain.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\massive_orc_chieftain.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\massive_orc_chieftain.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\ogre_brute.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\ogre_brute.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\ogre_brute.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\ogre_brute.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\orcs\ogre_brute.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_combat_unit_001.json","@{laser_targeting_system=; plasma_cannon_simulator=; armor_plating_actuators=; tactical_display_array=; electronic_warfare_suite=; ballistic_protection_simulation=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_companion_buddy.json","config/components/positioned/emotion_camera.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_companion_buddy.json","config/components/positioned/touch_sensor_array.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_companion_buddy.json","config/components/positioned/comfort_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_companion_buddy.json","config/components/positioned/pet_simulation_servos.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_security_unit_mk2.json","config/components/positioned/security_camera_array.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_security_unit_mk2.json","config/components/positioned/thermal_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_security_unit_mk2.json","config/components/positioned/audio_analysis_unit.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\robots\robot_security_unit_mk2.json","config/components/positioned/emergency_beacon.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\steampunk\steampunk_aristocrat_001.json","@{steam_venting_system=; clockwork_precision_actuators=; pressure_gauge_display=; brass_ornamental_system=; social_protocol_processor=; mechanical_tea_service=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\tests\test_bot.json","config/subsystems/test_head.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\ghost_poltergeist_001.json","@{telekinetic_simulation_system=; electrical_interference_generator=; ectoplasm_projection_system=; temperature_manipulation=; phase_shifting_illusion=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\vampire_ancient_elder_001.json","@{shadow_tentacle_system=; hypnotic_gaze_system=; blood_scent_detection=; centuries_memory_bank=; mist_transformation_effect=; supernatural_strength_simulation=; ancient_language_processor=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\zombie_crawler.json","config/components/positioned/zombie_exposed_bone.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\zombie_crawler.json","config/components/positioned/zombie_drag_mechanism.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\zombie_runner_001.json","@{rapid_movement_system=; infection_stage_indicators=; predator_instinct_ai=; adrenaline_simulation=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\zombie_walker.json","config/components/positioned/zombie_rotting_flesh.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\undead\zombie_walker.json","config/components/positioned/zombie_shamble_actuator.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\android_eye.json","config/components/hardware/led_matrix_small.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\bear_eye.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\cat_eye.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\cat_mouth.json","config/components/hardware/ssd1306.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\cyclops_eye.json","config/components/hardware/tft_2p5x1p5.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\goblin_ear.json","config/components/hardware/hw496_microphone.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\goblin_eye.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\goblin_mouth.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\goblin_nose_sensor.json","config/components/hardware/hc_sr04_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\orc_mouth.json","config/components/hardware/ili9486.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\pixie_eye.json","config/components/hardware/gmt12864.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\robot_eye.json","config/components/hardware/neopixel_matrix_8x8.json"
"F:\GitHub\p32-animatronic-bot\config\components\creature_specific\zombie_eye.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\gpio_bus.json","config/components/drivers/gpio_pair_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\gpio_bus.json","config/components/drivers/gpio_single_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\i2c_bus.json","config/components/drivers/i2c_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\i2s_bus.json","config/components/drivers/i2s_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\pwm_bus.json","config/components/drivers/pwm_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\spi_data_bus.json","config/components/drivers/generic_spi_data_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\drivers\spi_display_bus.json","config/components/drivers/generic_spi_display.json"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\esp32_c3_mini_controller.json","@{spi_servo_expansion=; i2c_sensor_expansion=; i2s_audio_expansion=}"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\gc9a01.json","config/components/drivers/spi_display_bus.json"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_central_hub.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_telescoping_ribs.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_solar_cell_mounts.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_deployment_servos.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_tracking_gimbal.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_weather_protection.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_cable_management.scad"
"F:\GitHub\p32-animatronic-bot\config\components\hardware\solar_parasol_system.json","parasol_shoulder_interface.scad"
"F:\GitHub\p32-animatronic-bot\config\components\interfaces\i2c_bus.json","config/components/drivers/i2c_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\interfaces\i2c_bus_1.json","config/components/drivers/i2c_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\interfaces\i2s_bus.json","config/components/drivers/i2s_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\interfaces\i2s_bus_i2s0.json","config/components/drivers/i2s_driver.json"
"F:\GitHub\p32-animatronic-bot\config\components\interfaces\spi_bus.json","config/components/hardware/generic_spi_display.json"
"F:\GitHub\p32-animatronic-bot\config\components\interfaces\spi_display_bus.json","config/components/hardware/generic_spi_display.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\cat_animated_ears.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\cat_whisker_sensors.json","config/components/hardware/capacitive_touch_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_battle_scars.json","config/components/hardware/aesthetic_overlay.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_camouflage_skin.json","config/components/hardware/color_changing_leds.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_ear_left.json","config/components/creature_specific/goblin_ear.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_ear_left_example.json","config/components/hardware/speaker.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_ear_right.json","config/components/creature_specific/goblin_ear.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_enhanced_ears.json","config/components/hardware/directional_microphone.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_forehead.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_horn_crown.json","config/components/hardware/mechanical_actuator.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_jaw.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_left_cheek.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_left_ear.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_left_ear.json","config/components/hardware/hw496_microphone.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_left_eye.json","config/components/creature_specific/goblin_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_left_eyebrow.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_mouth.json","config/components/creature_specific/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_nose.json","config/components/hardware/hc_sr04_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_right_cheek.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_right_ear.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_right_ear.json","config/components/hardware/hw496_microphone.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_right_eye.json","config/components/creature_specific/goblin_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_right_eyebrow.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_speaker.json","config/components/hardware/speaker.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_spirit_runes.json","config/components/hardware/led_matrix_small.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_status_leds_example.json","config/components/hardware/ws2812b_strip.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin_war_paint.json","config/components/hardware/aesthetic_overlay.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_ankle_left.json","config/components/hardware/ankle_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_elbow_left.json","config/components/hardware/elbow_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_head_assembly.json","config/components/hardware/head_structural_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_hip_left.json","config/components/hardware/hip_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_knee_left.json","config/components/hardware/knee_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_neck_assembly.json","config/components/hardware/neck_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_pelvis_assembly.json","config/components/hardware/pelvis_structural_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_shoulder_left.json","config/components/hardware/shoulder_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_spine_vertebrae.json","config/components/hardware/spine_vertebrae_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\humanoid_wrist_left.json","config/components/hardware/wrist_joint_assembly.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\robot_back_mount.json","config/components/hardware/back_mount_system.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\robot_chest_matrix.json","config/components/hardware/neopixel_matrix_8x8.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\robot_led_strips.json","config/components/hardware/ws2812_led_strip.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\robot_solar_parasol.json","config/components/hardware/solar_parasol_system.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\robot_status_oled.json","config/components/hardware/ssd1306.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\spine_extension_servo.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\spine_flexion_servo.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\torso_speaker.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\torso_status_led.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\waist_rotation_servo.json","config/components/hardware/servo_sg90_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\android\head_components\android_left_eye.json","config/components/creature_specific/android_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\bear\head_components\bear_left_eye.json","config/components/creature_specific/bear_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\bear\head_components\bear_right_eye.json","config/components/creature_specific/bear_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\cat\head_components\cat_left_eye.json","config/components/creature_specific/cat_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\cat\head_components\cat_mouth.json","config/components/creature_specific/cat_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\cat\head_components\cat_right_eye.json","config/components/creature_specific/cat_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\cyclops\head_components\cyclops_center_eye.json","config/components/creature_specific/cyclops_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\arm_components\left\arm_status_led.json","config/hardware/led_neopixel_ring.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\arm_components\left\forearm_rotation_servo.json","config/hardware/servo_9g_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\arm_components\left\shoulder_abduction_servo.json","config/hardware/servo_9g_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\arm_components\left\shoulder_rotation_servo.json","config/hardware/servo_9g_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\arm_components\left\wrist_rotation_servo.json","config/hardware/servo_9g_micro.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\head_components\goblin_center_eye.json","config/components/creature_specific/goblin_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\head_components\goblin_left_eye.json","config/components/creature_specific/goblin_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\head_components\goblin_right_eye.json","config/components/creature_specific/goblin_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\torso_components\esp_now_mesh_coordinator.json","config/components/hardware/esp32_s3_wifi.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\torso_components\master_controller.json","config/components/hardware/esp32_s3_devkit.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\torso_components\mesh_software_coordinator.json","config/components/hardware/esp32_s3_devkit.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\torso_components\power_management_system.json","config/components/hardware/power_management_unit.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\goblin\torso_components\spine_servo_lower.json","config/components/hardware/mg996r_servo.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\head\ambient_temperature_sensor.json","config/hardware/ds18b20_temperature_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\pixie\head_components\pixie_left_eye.json","config/components/creature_specific/pixie_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\power_supply\temperature_monitor.json","config/hardware/ds18b20_temperature_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\robot\head_components\robot_left_eye.json","config/components/creature_specific/robot_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\positioned\zombie\head_components\zombie_left_eye.json","config/components/creature_specific/zombie_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\subsystem\test_head.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\subsystem\test_head.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\components\test\test_left_eye_positioned.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\components\test\test_right_eye_positioned.json","config/components/hardware/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\resolved\goblin_warrior_head_resolved.json","config/components/positioned/base_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\resolved\goblin_warrior_head_resolved.json","config/components/positioned/base_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\resolved\goblin_warrior_head_resolved.json","config/components/positioned/base_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_left_ear.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head.json","config/components/positioned/goblin_right_ear.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_head_left_eye_only.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_pirate_head.json","config/components/positioned/goblin/head_components/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_pirate_head.json","config/components/positioned/goblin/head_components/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_pirate_head.json","config/components/positioned/goblin/head_components/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_pirate_head.json","config/components/positioned/goblin/head_components/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_pirate_head.json","config/components/positioned/goblin/head_components/goblin_left_ear.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_pirate_head.json","config/components/positioned/goblin/head_components/goblin_right_ear.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/system_core.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/debug_controller.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/network_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/wifi_station.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/bluetooth_central.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/telemetry_hub.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/watchdog.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/system/power_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/positioned/spine_flexion_servo.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/positioned/spine_extension_servo.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/positioned/waist_rotation_servo.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/positioned/torso_status_led.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\goblin_torso.json","config/components/positioned/torso_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\test_head.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\test_head.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\arm_base.json","@{component_type=COORDINATION_ENGINE; function_name=coordination_update; default_hitCount=10; role=balance_compensation; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\arm_base.json","@{component_type=SAFETY_MONITOR; function_name=safety_monitor_update; default_hitCount=2; role=collision_detection; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\hand_base.json","@{component_type=GRIP_CONTROLLER; function_name=grip_controller_update; default_hitCount=12; role=finger_coordination; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\hand_base.json","@{component_type=TACTILE_PROCESSOR; function_name=tactile_processor_update; default_hitCount=15; role=touch_feedback; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\head_base.json","@{component_type=AI_BEHAVIOR_ENGINE; function_name=ai_behavior_update; default_hitCount=100; role=decision_making; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\head_base.json","@{component_type=SENSOR_FUSION; function_name=sensor_fusion_update; default_hitCount=20; role=environmental_awareness; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\head_base.json","@{component_type=EMERGENCY_HANDLER; function_name=emergency_handler_update; default_hitCount=1; role=safety_monitor; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\leg_base.json","@{component_type=GAIT_COORDINATOR; function_name=gait_coordinator_update; default_hitCount=8; role=walking_coordination; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\leg_base.json","@{component_type=BALANCE_CONTROLLER; function_name=balance_controller_update; default_hitCount=3; role=dynamic_stability; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\torso_base.json","@{component_type=POWER_MANAGEMENT; function_name=power_management_update; default_hitCount=25; role=system_power_control; required=True}"
"F:\GitHub\p32-animatronic-bot\config\subsystems\base\torso_base.json","@{component_type=SYSTEM_HEALTH_MONITOR; function_name=health_monitor_update; default_hitCount=50; role=subsystem_monitoring; required=True}"
"F:\GitHub\p32-animatronic-bot\config\templates\base\arm_base.json","config/components/positioned/base_shoulder_servo.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\arm_base.json","config/components/positioned/base_elbow_servo.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\arm_base.json","config/components/positioned/base_wrist_servo.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\arm_base.json","config/components/positioned/base_arm_status_led.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\humanoid_head_base.json","config/components/positioned/base_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\humanoid_head_base.json","config/components/positioned/base_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\humanoid_head_base.json","config/components/positioned/base_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\torso_base.json","config/components/positioned/base_power_management.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\torso_base.json","config/components/positioned/base_battery_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\torso_base.json","config/components/positioned/base_mesh_coordinator.json"
"F:\GitHub\p32-animatronic-bot\config\templates\base\torso_base.json","config/components/positioned/base_status_led.json"
